Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Ames Substation,Pacific Gas and Electric Company,37.4178138,-122.0671333,CA,electric
Selma Substation,Alabama Power,32.422415,-87.0680524,AL,electric
Bremen Primary Substation,Georgia Power,33.7092039,-85.1426996,GA,electric
Siegfried Substation,PPL,40.7127747,-75.5180308,PA,electric
Halliday Substation,Montana-Dakota Utilities,47.3429232,-102.3341273,ND,electric
Tyndall Substation,East River Electric Power Cooperative,43.0034814,-97.8904018,SD,electric
Arlington Substation,East River Electric Power,44.4996914,-97.0171158,SD,electric
Wall Substation,West River Electric Association,44.0827908,-102.2274482,SD,electric
Midland Substation,Western Area Power Administration,44.0823908,-101.1346998,SD,electric
Scull Substation,Atlantic City Electric,39.323272,-74.6486428,NJ,electric
Aurora Substation,Western Area Power Administration,44.29601,-96.657142,SD,electric
Rouse Substation,Evergy,37.4406417,-94.6846738,KS,electric
Harmony Substation,Cherry Todd Electric Cooperative,42.9539422,-100.5152587,NE,electric
Luling Magnolia Substation,Lower Colorado River Authority,29.7210216,-97.7256368,TX,electric
Freestone Tap,Oncor,31.5491722,-96.2417061,TX,electric
Waelder Substation,Lower Colorado River Authority,29.6789833,-97.3008957,TX,electric
Darst Creek Substation,American Electric Power,29.5850567,-97.7784748,TX,electric
Galena Park Substation,CenterPoint Energy,29.7458394,-95.2308209,TX,electric
Drouet Substation,CenterPoint Energy,29.6671513,-95.2830384,TX,electric
Utopia Substation,Bandera Electric Cooperative,29.6461984,-99.5217823,TX,electric
Leakey Substation,Bandera Electric Cooperative,29.6810774,-99.7619179,TX,electric
Tarpley Substation,Bandera Electric Cooperative,29.6653565,-99.2747469,TX,electric
Sibley Substation,ITC,43.3965987,-95.7500759,IA,electric
Akron Substation,Western Area Power Administration,40.1473796,-103.2108887,CO,electric
Otis Substation,Y-W Electric,40.1484829,-102.8897755,CO,electric
Cromwell Substation,Great River Energy,46.5883496,-92.88761,MN,electric
Woonsocket Substation,Rhode Island Energy,41.9795524,-71.5229336,RI,electric
Shandaken Substation,NYSEG,42.1209803,-74.3934466,NY,electric
Olsen Substation,Texas-New Mexico Power,31.7767374,-97.5642983,TX,electric
Wellington Substation,Golden Spread Electric Cooperative,34.8632709,-100.211291,TX,electric
Shamrock Substation,Southwestern Electric Power Company,34.853864,-100.2096328,TX,electric
Friend Ranch Substation,American Electric Power,30.708033,-101.1431002,TX,electric
Jim Payne Substation,Golden Spread Electric Cooperative,32.6540653,-102.0399812,TX,electric
Fort Lancaster,American Electric Power,30.6635514,-101.778673,TX,electric
Rosita Creek Substation,Rio Grande Electric Cooperative,28.6991559,-100.4051474,TX,electric
Cotulla Substation,American Electric Power,28.4481734,-99.2549959,TX,electric
Big Wells Substation,South Texas Electric Cooperative,28.5653262,-99.535837,TX,electric
W. A. Parish Station (345 kV),CenterPoint Energy,29.4807767,-95.6242191,TX,electric
Paint Creek Substation,American Electric Power,33.080031,-99.580709,TX,electric
Chalk Substation,Oncor,32.1112294,-101.2764294,TX,electric
Runge Substation,American Electric Power,28.8706549,-97.7015437,TX,electric
Nixon Substation,Lower Colorado River Authority,29.308137,-97.7408337,TX,electric
Holcomb Substation,American Electric Power,28.0332546,-99.3616349,TX,electric
Cotulla Substation,South Texas Electric Cooperative,28.4608164,-99.2512871,TX,electric
Eagle Hydro Substation,American Electric Power,28.8297505,-100.5520484,TX,electric
Eagle Pass Substation,American Electric Power,28.7160315,-100.4904126,TX,electric
Conoco-Chittam Ranch Substation,American Electric Power,28.6964277,-100.1972292,TX,electric
Escondido Substation,American Electric Power,28.7284739,-100.4744525,TX,electric
Maverick Substation,American Electric Power,28.8667609,-100.5505902,TX,electric
Wildorado Substation,Xcel Energy,35.2108923,-102.2028445,TX,electric
Sterling City Substation,American Electric Power,31.8398143,-101.0112015,TX,electric
Parker Ranch Substation,American Electric Power,30.5534124,-101.5355637,TX,electric
Encinal Substation,American Electric Power,28.0466754,-99.3574469,TX,electric
La Quinta Substation,American Electric Power,27.4874721,-99.0066386,TX,electric
Zapata Substation,American Electric Power,26.9328287,-99.2337055,TX,electric
Mustang Substation,Oncor,32.4529944,-102.3704526,TX,electric
Wylie Dam,Duke Energy,35.0204747,-81.0071894,SC,electric
Avondale Substation,Evergy,39.1511515,-94.5492463,MO,electric
Metcalf Substation,Pacific Gas and Electric Company,37.2255899,-121.7439528,CA,electric
Edenvale,Pacific Gas and Electric Company,37.2446077,-121.795775,CA,electric
Tesla Substation,Pacific Gas and Electric Company,37.7120521,-121.5647373,CA,electric
Tesla Substation,Pacific Gas and Electric Company,37.7155046,-121.5669346,CA,electric
Los Banos Substation,Pacific Gas and Electric Company,37.0530047,-121.0205078,CA,electric
Ralph Substation,Pacific Gas and Electric Company,37.7473765,-121.5983262,CA,electric
Tracy Substation,Western Area Power Administration,37.7979179,-121.5807052,CA,electric
Gianelli Powerhouse,California Dept. of Water Resources,37.0690739,-121.0774229,CA,electric
Birds Landing Substation,Pacific Gas and Electric Company,38.1247013,-121.8301278,CA,electric
Eight Mile Substation,Pacific Gas and Electric Company,38.058747,-121.3768414,CA,electric
San Jose Substation B,Pacific Gas and Electric Company,37.3409379,-121.9014665,CA,electric
Livermore Substation,Western Area Power Administration,37.6934358,-121.6951878,CA,electric
San Mateo Substation,Pacific Gas and Electric Company,37.5830081,-122.3192431,CA,electric
Mowatt Substation,PEPCO,38.983694,-76.9478189,MD,electric
Sneath Lane Substation,Pacific Gas and Electric Company,37.6219397,-122.4467361,CA,electric
Midway Substation,Pacific Gas and Electric Company,35.4029429,-119.4522985,CA,electric
Green Valley Substation,Pacific Gas and Electric Company,36.9520512,-121.7604186,CA,electric
Diablo Canyon Power Plant,Pacific Gas and Electric Company,35.2118732,-120.8501459,CA,electric
Diablo Canyon,Pacific Gas and Electric Company,35.2161759,-120.8472939,CA,electric
Concordia Substation,Sunflower Electric Power Corporation,39.5745656,-97.6945164,KS,electric
Millbrae Substation,Pacific Gas and Electric Company,37.6056261,-122.3915473,CA,electric
Ralston Substation,Pacific Gas and Electric Company,37.5113456,-122.3401624,CA,electric
ComEd Devon 138kV Substation,Commonwealth Edison,41.9993466,-87.7391249,IL,electric
Skokie 345kV Substation,Commonwealth Edison,42.0504232,-87.7563586,IL,electric
Skokie 138kV Substation,Commonwealth Edison,42.0498948,-87.7549011,IL,electric
Elmwood Substation,Commonwealth Edison,42.0818322,-87.7651944,IL,electric
Golf Mill 138kV-345kV Substation,Commonwealth Edison,42.0559583,-87.8326968,IL,electric
ComEd Niles 138kV Substation,Commonwealth Edison,42.0218798,-87.7760115,IL,electric
DC S32,Commonwealth Edison,42.0222701,-87.7322783,IL,electric
ComEd Skokie Substation,Commonwealth Edison,42.0234979,-87.7137814,IL,electric
UMCP CHP Plant,Trigen-Cinergy Solutions College Park,38.9858541,-76.9356206,MD,electric
Lockport Powerhouse,Metropolitan Water Reclamation District of Greater Chicago,41.5695889,-88.078902,IL,electric
McNeil Generating Station,City of Burlington Electric,44.4928595,-73.2082903,VT,electric
Fontainebleau Substation,Singing River Electric Cooperative,30.3982982,-88.6981975,MS,electric
Peñasquitos Substation,San Diego Gas & Electric,32.9179868,-117.2190783,CA,electric
Estero Substation,Florida Power & Light,26.4424931,-81.8339501,FL,electric
Washington Street Substation,TECO,27.9478761,-82.4536531,FL,electric
Burlington GT Power Plant,City of Burlington Electric - (VT),44.4815777,-73.2241045,VT,electric
San Jose Cogeneration,San Jose State University Facilities Development & Opertaions,37.3361247,-121.8783717,CA,electric
Ravenswood Substation,Pacific Gas and Electric Company,37.4928765,-122.137873,CA,electric
East Grand Substation,Pacific Gas and Electric Company,37.6533808,-122.4030565,CA,electric
Bay Side Plant Substation,TECO,27.9083612,-82.4088356,FL,electric
Harbour Island Substation,TECO,27.9352358,-82.4495088,FL,electric
Arkansas Nuclear One Substation,Entergy,35.311301,-93.2273991,AR,electric
Arkansas Nuclear One,Entergy Arkansas,35.3130923,-93.2316973,AR,electric
Tonne 138kV Substation,Commonwealth Edison,41.99605,-87.9776555,IL,electric
Beaver Valley Substation,First Energy Generation,40.6204406,-80.4316124,PA,electric
Busse 138kV Substation,Commonwealth Edison,42.0376598,-87.9622373,IL,electric
Braidwood Nuclear Generating Station,Exelon Nuclear,41.2437027,-88.2291965,IL,electric
T. B. Simon Power Plant,Michigan State University,42.7178354,-84.4844748,MI,electric
Sunset Reservoir North Basin,San Francisco Public Utilities Commission,37.7508831,-122.4836347,CA,electric
Des Plaines 138kV-345kV Substation,Commonwealth Edison,42.0504271,-87.8969815,IL,electric
North City West Substation,San Diego Gas & Electric,32.9587616,-117.2206664,CA,electric
Peach Bottom North Substation,PECO,39.7613795,-76.2784403,PA,electric
El Segundo Energy Center,"El Segundo Energy Center, LLC",33.9084596,-118.4237261,CA,electric
Scattergood Generating Station,Los Angeles Department of Water and Power,33.9183851,-118.4256953,CA,electric
Sioux City Substation,Western Area Power Administration,42.6029839,-96.3062665,IA,electric
Raun Substation,MidAmerican Energy,42.3294959,-96.3656287,IA,electric
Alamitos Generating Station,AES,33.7664669,-118.1010124,CA,electric
Haynes Generating Station,Los Angeles Department of Water and Power,33.7668546,-118.0947518,CA,electric
Moorpark Substation,Southern California Edison,34.2811367,-118.9030822,CA,electric
Florida Avenue Substation,TECO,27.9578573,-82.4591333,FL,electric
Lucas Substation (electricity),Southern California Edison,33.8423262,-118.1204944,CA,electric
Port Union Substation,Duke Energy,39.3275097,-84.4493109,OH,electric
Jefferson Substation,Pacific Gas and Electric Company,37.4571123,-122.2861374,CA,electric
Warm Springs Substation,NV Energy,36.0532812,-115.0425772,NV,electric
Edward W. Clark Generating Station,Nevada Power Co,36.0875706,-115.0506168,NV,electric
Central Energy Facilities,Clemson University - Main Campus,34.6793363,-82.8401031,SC,electric
Central Tie Substation,Duke Energy,34.7144353,-82.7919045,SC,electric
Russell Substation,NV Energy,36.0850662,-115.0861424,NV,electric
Woodside Substation,Pacific Gas and Electric Company,37.4370572,-122.2421566,CA,electric
Monta Vista Substation,Pacific Gas and Electric Company,37.3261316,-122.0754437,CA,electric
Monta Vista Substation (lower yard),Pacific Gas and Electric Company,37.3240031,-122.0732623,CA,electric
Foster Substation,Duke Energy,39.3060231,-84.2494016,OH,electric
Greene Substation,Dayton Power & Light,39.7086242,-84.0015435,OH,electric
Timberlane Substation,Evergy,38.898519,-94.8075114,KS,electric
Northwest Substation,Commonwealth Edison,41.9451859,-87.6969101,IL,electric
Central Heating Plant,Berkeley Cogeneration Facility,37.8703163,-122.2634537,CA,electric
West Levee Substation,Oncor,32.7776352,-96.825784,TX,electric
East Levee Substation,Oncor,32.7838349,-96.8197487,TX,electric
800/900 Network Substation,Oncor,32.7871661,-96.8137372,TX,electric
Rocky Run Substation,American Transmission Company,44.5000769,-89.6052715,WI,electric
UNH Cogeneration Facility,EMCOR,43.1366061,-70.936318,NH,electric
Newtown Substation,Duke Energy,39.1179367,-84.366419,OH,electric
Pierce Substation,Duke Energy,38.9906465,-84.2907504,OH,electric
Lick Substation,American Electric Power,39.0436979,-82.6091974,OH,electric
Folsom Substation,Western Area Power Administration,38.7074224,-121.1610611,CA,electric
Folsom Powerplant,United States Bureau of Reclamation,38.7068019,-121.1584974,CA,electric
ComEd Evanston 138kV Substation,Commonwealth Edison,42.0510903,-87.6957964,IL,electric
Happ Substation,Commonwealth Edison,42.0873613,-87.766759,IL,electric
Northbrook 138kV-345kV Substation,Commonwealth Edison,42.1266947,-87.7856935,IL,electric
Highland Park Substation,Commonwealth Edison,42.1873597,-87.825287,IL,electric
Miami Fort Station,Duke Energy,39.1146136,-84.8036822,IN,electric
East Bend Power Plant,Duke Energy,38.9050678,-84.8509878,IN,electric
Hurley Substation,Sacramento Municipal Utility District,38.587283,-121.4179873,CA,electric
Meremac Substation,Ameren Missouri,38.4034101,-90.3354442,MO,electric
Moccasin Powerhouse,City & County of San Francisco,37.8093172,-120.2993779,CA,electric
Palo Verde Nuclear Generating Station,Arizona Public Service,33.386522,-112.8647563,AZ,electric
Jersey–Atlantic Wind Farm,Atlantic County Utilities Authority (ACUA),39.3818263,-74.4494122,NJ,electric
Northwest Carrollton Substation,Oncor,32.9844093,-96.9385625,TX,electric
Keowee Power Plant,Duke Energy,34.7982109,-82.887242,SC,electric
New Waddell Pump-Generating Plant,Central Arizona Water Conservation Dist,33.8447457,-112.2722661,AZ,electric
Greenbone Substation,Salt River Project,33.3555507,-111.5976846,AZ,electric
Newark Substation,Pacific Gas and Electric Company,37.5008218,-121.9865669,CA,electric
Newark Distribution Substation,Pacific Gas and Electric Company,37.5027226,-121.9816204,CA,electric
Sub 5,Duke University,36.0045756,-78.945441,NC,electric
Dickinson Station,Great River Energy,45.1108898,-93.8101439,MN,electric
Whitestone Substation,Pedernales Electric Cooperative,30.5200544,-97.8304674,TX,electric
Santiago Substation,Southern California Edison,33.6649231,-117.7685585,CA,electric
Mountain Creek Generating Station,Exelon,32.7251793,-96.9364304,TX,electric
Central Energy Plant,Utah State University,41.7487063,-111.8118444,UT,electric
Gannon Substation,TECO,27.938044,-82.4402627,FL,electric
Martin Substation,Pacific Gas and Electric Company,37.7037524,-122.4094087,CA,electric
Balcones Substation,Pedernales Electric Cooperative,30.4610514,-97.8302013,TX,electric
Buttercup Substation,Pedernales Electric Cooperative,30.4868993,-97.8238964,TX,electric
Avery Ranch Substation,Lower Colorado River Authority,30.491385,-97.7878844,TX,electric
Blockhouse Substation,Pedernales Electric Cooperative,30.5483726,-97.8382414,TX,electric
Lakeville Substation,Pacific Gas and Electric Company,38.2508462,-122.5810974,CA,electric
Medical Area Total Energy Plant,Medical Area Total Egy Plt Inc,42.3368746,-71.1083929,MA,electric
High Street Substation,Eversource,42.3538655,-71.0551922,MA,electric
Chatham Street Substation,Eversource,42.3594843,-71.0549301,MA,electric
Kingston Street Substation,Eversource,42.3530192,-71.0599404,MA,electric
Putnam Avenue Substation,Eversource,42.3604482,-71.1138197,MA,electric
Andrew Square Substation,Eversource,42.3290895,-71.0585448,MA,electric
Scotia Street Substation,Eversource,42.346545,-71.0855523,MA,electric
Southport Substation,Entergy,29.9554994,-90.1373725,LA,electric
Carver Street Substation,Eversource,42.3501813,-71.0662894,MA,electric
Hampshire Station,Eversource,42.3659118,-71.0915886,MA,electric
Berry Street Receiving Station,Roseville Electric,38.7616011,-121.264054,CA,electric
Horseshoe Substation,Pacific Gas and Electric Company,38.7443011,-121.1616444,CA,electric
Borrego Substation,Southern California Edison,33.5976509,-117.7490005,CA,electric
Capistrano Substation,San Diego Gas & Electric,33.5126117,-117.66628,CA,electric
Metcalf Energy Center,Calpine,37.2202675,-121.7461277,CA,electric
Phillippi Substation,Florida Power & Light,27.2862346,-82.5289518,FL,electric
Tenney Substation,Salt River Project,33.3205873,-111.7748881,AZ,electric
Cooley Substation,Salt River Project,33.3293805,-111.7049006,AZ,electric
Knollwood Substation,Dayton Power & Light,39.725183,-84.0608445,OH,electric
Overlook Substation,Dayton Power & Light,39.7509369,-84.1383668,OH,electric
LeBaron Substation,DTE Energy,42.6519717,-83.22103,MI,electric
APS Ocotillo Power Plant,Arizona Public Service,33.425591,-111.9134295,AZ,electric
Atlantic Substation,Pacific Gas and Electric Company,38.7635707,-121.264042,CA,electric
Markland Hydro Station,Duke Energy,38.7790307,-84.9639405,KY,electric
Wayne Substation,ITC,42.310197,-83.4651935,MI,electric
Newburgh Substation,ITC,42.3081248,-83.413957,MI,electric
Vincent Substation,Southern California Edison,34.4859441,-118.1196772,CA,electric
Brandow Substation,Salt River Project,33.4390662,-111.9123547,AZ,electric
Adelanto Converter Station,Intermountain Power Agency,34.5512641,-117.4372077,CA,electric
Daly City Substation,Pacific Gas and Electric Company,37.6917506,-122.4559637,CA,electric
Corbell Substation,Salt River Project,33.3579487,-111.8297935,AZ,electric
Jocassee Switching Station,Duke Energy,34.9579882,-82.9100803,SC,electric
Table Mountain Substation,Pacific Gas and Electric Company,39.5551324,-121.6451687,CA,electric
Solano Substation,Pacific Gas and Electric,37.8908861,-122.292225,CA,electric
Hilltop Substation,San Marcos Electric Utilities,29.8986018,-97.9414892,TX,electric
Strahan Substation,San Marcos Electric Utilities,29.8896884,-97.9324048,TX,electric
Zorn Substation,Lower Colorado River Authority,29.7726536,-97.9497492,TX,electric
Industrial Boulevard Substation,Oncor,32.7591452,-96.7891834,TX,electric
Newcastle Switchyard,Pacific Gas and Electric,38.8347041,-121.0946845,CA,electric
Spicewood Substation,Pedernales Electric Cooperative,30.4202597,-97.7969358,TX,electric
12th Avenue Substation,TECO,27.9373364,-82.4032647,FL,electric
San Marcos Substation,San Marcos Electric Utilities,29.8774213,-97.9179819,TX,electric
Redwood Substation,Lower Colorado River Authority,29.850531,-97.9447557,TX,electric
Gould Substation,Southern California Edison,34.2214825,-118.1871012,CA,electric
Hamilton Power Plant,City of Hamilton - (OH),39.4101402,-84.5543872,OH,electric
Marshall Ford Lower Switchyard,Lower Colorado River Authority,30.3899725,-97.9075505,TX,electric
Saratoga Substation,Pacific Gas and Electric Company,37.2809465,-122.0153775,CA,electric
Southeast Chicago Energy Project,Exelon,41.718803,-87.546102,IN,electric
Wise Power House,PG&E,38.8897934,-121.0985024,CA,electric
Plant McManus,Georgia Power,31.2158693,-81.5441372,GA,electric
Beverly Substation,Southern California Edison,34.0731087,-118.3973768,CA,electric
Lake Side Power Plant,PacifiCorp,40.331441,-111.7557937,UT,electric
Timp Substation,Rocky Mountain Power,40.3164366,-111.7334945,UT,electric
Newcastle Powerhouse,Pacific Gas and Electric,38.8348949,-121.0927617,CA,electric
Plant Jack Watson,Mississippi Power Company,30.4360473,-89.0225577,MS,electric
Rancho Carmel Substation,San Diego Gas & Electric,32.9937908,-117.0776605,CA,electric
Magnolia Power Project,City of Burbank Water and Power,34.1784913,-118.314573,CA,electric
Olive Power Plant,City of Burbank Water and Power,34.176699,-118.3145119,CA,electric
Airway Substation,Glendale Water and Power,34.1578695,-118.2802232,CA,electric
Grayson Power Plant,City of Glendale Water & Power,34.1565299,-118.2793352,CA,electric
Hollywood Way Distributing Station,City of Burbank,34.1541085,-118.3395745,CA,electric
Distributing Station 72,Los Angeles Department of Water and Power,34.259283,-118.3213128,CA,electric
Gold Hill Substation,Pacific Gas and Electric Company,38.6575814,-121.1368126,CA,electric
Brighton Substation,Pacific Gas and Electric Company,38.5482365,-121.4077518,CA,electric
Del Amo Substation,Southern California Edison,33.8481378,-118.0974269,CA,electric
Durham Substation,Duke Energy Progress,35.9506199,-78.7500597,NC,electric
Chemawa Substation,Bonneville Power Administration,45.0147441,-122.9994016,OR,electric
Parkwood Substation,Duke Energy,35.871497,-78.930529,NC,electric
Wimberley Substation,Pedernales Electric Cooperative,29.999631,-98.1026481,TX,electric
Sargent Road Substation,Oncor,32.7278605,-96.7741728,TX,electric
Parkdale Substation,Oncor,32.7757298,-96.7242145,TX,electric
Plant Avenue Substation,TECO,27.94371,-82.4631068,FL,electric
Natomas Substation,Sacramento Municipal Utility District,38.6503056,-121.4863559,CA,electric
Elverta Substation,Western Area Power Administration,38.7137793,-121.4792194,CA,electric
Davis Substation,Pacific Gas and Electric Company,38.5451944,-121.7340935,CA,electric
Receiving Station U - Tarzana,Los Angeles Department of Water and Power,34.1793184,-118.5437398,CA,electric
LADWP Distributing Station No. 127,Los Angeles Department of Water and Power,34.1934604,-118.5189904,CA,electric
DISTRIBUTING STATION 78,Los Angeles Department of Water and Power,34.165427,-118.5256303,CA,electric
Cosumnes Power Plant,Sacramento Municipal Utility District,38.3378139,-121.124257,CA,electric
Westley Substation,Modesto Irrigation District;Turlock Irrigation District,37.5160275,-121.2307996,CA,electric
Parker Substation,Modesto Irrigation District,37.6682334,-120.9172755,CA,electric
Elk Grove Substation,Sacramento Municipal Utility District,38.3730069,-121.3534169,CA,electric
Pocket Substation,Sacramento Municipal Utility District,38.4895694,-121.4700404,CA,electric
Hardrock Substation,Roseville Electric,38.7525965,-121.2510276,CA,electric
LADWP Distributing Station No. 92,Los Angeles Department of Water and Power,34.2579771,-118.493173,CA,electric
Hebron Substation,Duke Energy,39.0899523,-84.729404,KY,electric
Clarksville Substation,Pacific Gas and Electric Company,38.655735,-121.0594484,CA,electric
LADWP Distributing Station No. 60,Los Angeles Department of Water and Power,34.1935935,-118.4841197,CA,electric
LADWP Distributing Station No. 142,Los Angeles Department of Water and Power,34.2716136,-118.4852011,CA,electric
Rancho Seco Substation,Sacramento Municipal Utility District,38.3442084,-121.1238678,CA,electric
O'Banion Substation,Western Area Power Administration,39.0239342,-121.7231221,CA,electric
Hayden Substation,American Electric Power,40.0616467,-83.1933709,OH,electric
Dysart Substation,Arizona Public Service,33.59505,-112.3425356,AZ,electric
Ignacio Substation,Pacific Gas and Electric Company,38.0767942,-122.5403588,CA,electric
Skaggs Island,Pacific Gas and Electric Company,38.1613083,-122.3809863,CA,electric
Parkway Substation,Pacific Gas and Electric Company,38.1381217,-122.2091136,CA,electric
Valley Power Plant,WE Energies,43.0298666,-87.9244806,WI,electric
Sobrante Substation,Pacific Gas and Electric Company,37.9054592,-122.2082408,CA,electric
Moraga Substation,Pacific Gas and Electric Company,37.8477991,-122.1611735,CA,electric
Darby Generating Station,Lightstone Generation LLC,39.7129021,-83.1770996,OH,electric
Grant Substation,Pacific Gas and Electric Company,37.671444,-122.1595919,CA,electric
Eastshore Substation,Pacific Gas and Electric Company,37.6248148,-122.1170695,CA,electric
Mount Eden Substation,Pacific Gas and Electric Company,37.6321853,-122.1019142,CA,electric
ComEd Lockport 345kV Substation,Commonwealth Edison,41.6302426,-88.0951937,IL,electric
Kammer Substation 765kv,American Electric Power,39.8338176,-80.8059266,OH,electric
Maliszewski Substation,American Electric Power,40.1815698,-83.0114545,OH,electric
Marysville Substation,American Electric Power,40.3327309,-83.4304676,OH,electric
Todhunter Substation,Duke Energy,39.4549268,-84.376468,OH,electric
Madison Generating Station,Duke Energy,39.4524237,-84.4634188,OH,electric
Woodsdale Generating Station,Duke Energy,39.44872,-84.4607821,OH,electric
Tulucay Substation,Pacific Gas and Electric Company,38.2478243,-122.2679081,CA,electric
Maximo Substation,Duke Energy,27.7274403,-82.6758487,FL,electric
Mid-Valley Substation,Rocky Mountain Power,40.7072925,-111.9289306,UT,electric
Mountain View Power Plant,Southern California Edison,34.0808763,-117.2409045,CA,electric
Vista Substation,Southern California Edison,34.0406913,-117.3206273,CA,electric
Chino Substation,Southern California Edison,33.998587,-117.6785183,CA,electric
Canyon Substation,Lower Colorado River Authority,29.9115328,-97.9000971,TX,electric
North Boyertown Substation,Metropolitan Edison,40.3552607,-75.6296017,PA,electric
Ben Lomond substation,PacifiCorp,41.3398338,-112.0475402,UT,electric
Michoud Station,Entergy,30.0097327,-89.9377233,LA,electric
Saugus Substation,Southern California Edison,34.4221008,-118.5750053,CA,electric
Mott Substation,MDU,46.3714964,-102.3169174,ND,electric
West Valley Power Plant,Utah Municipal Power Agency,40.6663893,-112.0315183,UT,electric
Currant Creek Power Plant,PacifiCorp,39.8242774,-111.8923791,UT,electric
Sno-King Substation,Bonneville Power Administration,47.8128727,-122.1863307,WA,electric
Monroe Substation,Bonneville Power Administration,47.8972241,-121.8904919,WA,electric
Fort Randall Powerhouse,USACE-Omaha,43.06516,-98.5535671,SD,electric
Fort Randall Substation,Western Area Power Administration,43.0629726,-98.5546874,SD,electric
Cottage Brook Substation,Puget Sound Energy,47.7325057,-122.0877304,WA,electric
Putah Creek Substation,Pacific Gas and Electric Company,38.5230579,-121.9944302,CA,electric
Burlington Generating Station,PSEG Fossil LLC,40.0762046,-74.8772955,NJ,electric
Pleasant View Substation,Dominion Energy,39.0771313,-77.5295045,VA,electric
Grand Coulee 230 kV Switchyard,Bonneville Power Administration,47.9550524,-118.9981521,WA,electric
Johnson Substation,Florida Power & Light,27.4607096,-82.4684037,FL,electric
Buckeye Substation,Florida Power & Light,27.6228037,-82.5406002,FL,electric
Anclote Power Plant Substation,Duke Energy,28.1842914,-82.7841313,FL,electric
Mission Substation,Pacific Gas and Electric Company,37.7773801,-122.4138578,CA,electric
Talbot Substation,Puget Sound Energy,47.4681852,-122.1913803,WA,electric
Maple Valley Substation,Bonneville Power Administration,47.4687492,-122.1875849,WA,electric
Covington Substation,Bonneville Power Administration,47.3474945,-122.121556,WA,electric
Tacoma Substation,Bonneville Power Administration,47.257007,-122.369961,WA,electric
Renton Junction Substation,Puget Sound Energy,47.4559331,-122.2431102,WA,electric
Christopher Substation,Puget Sound Energy,47.3389079,-122.2415864,WA,electric
South Tacoma Substation,Bonneville Power Administration,47.0919598,-122.3719002,WA,electric
Lakeside Substation,Puget Sound Energy,47.5863596,-122.1582959,WA,electric
Fort Walton Substation,Florida Power & Light,30.4130721,-86.6177139,FL,electric
Lakespring Terminal,Baltimore Gas and Electric,39.4827104,-76.5947375,MD,electric
Valhalla Substation,Bonneville Power Administration,47.3533438,-120.1276824,WA,electric
Gunpowder Substation,Baltimore Gas & Electric,39.4191422,-76.4987529,MD,electric
Windy Edge Substation,Baltimore Gas & Electric,39.4123847,-76.497043,MD,electric
Fullerton Substation,Baltimore Gas & Electric,39.3752008,-76.502319,MD,electric
FEC Trumbull Creek Substation,Flathead Electric Cooperative,48.3855499,-114.2340881,MT,electric
Ringling Switchyard,Florida Power & Light,27.3584215,-82.482289,FL,electric
Ringling Substation,Florida Power & Light,27.357482,-82.4835921,FL,electric
Christie Substation,Pacific Gas and Electric Company,38.0027466,-122.2082843,CA,electric
San Leandro U Substation,Pacific Gas and Electric Company,37.7105291,-122.1486694,CA,electric
Pittsburg Substation,Pacific Gas and Electric Company,38.0369134,-121.8959532,CA,electric
Clayton Substation,Pacific Gas and Electric Company,37.9443397,-121.969202,CA,electric
Lakewood Substation,Pacific Gas and Electric Company,37.9086401,-122.0573841,CA,electric
Contra Costa Substation,Pacific Gas and Electric Company,37.9993561,-121.7824183,CA,electric
Clybourn Substation,Commonwealth Edison,41.9138469,-87.6561285,IL,electric
Contra Costa Power Plant Substation,Pacific Gas and Electric Company,38.015231,-121.7621701,CA,electric
Delta Energy Center,Calpine,38.0174283,-121.8456956,CA,electric
Lambie Substation,Pacific Gas and Electric,38.2214947,-121.8669216,CA,electric
Jameson Substation,Pacific Gas and Electric Company,38.2054582,-122.1479338,CA,electric
Sixth South Substation,Rocky Mountain Power,40.7559074,-111.8873696,UT,electric
Peabody Substation,Pacific Gas and Electric Company,38.2854584,-121.9705143,CA,electric
Lodi Energy Center,Northern California Power Agency,38.0878168,-121.3883545,CA,electric
JRWG Substation,Pacific Gas and Electric Company,37.7643177,-121.6144537,CA,electric
11th Avenue Substation,TECO,27.9635804,-82.4272908,FL,electric
Randolph Substation,Evergy,39.1532286,-94.494501,MO,electric
Woodland Substation,Pacific Gas and Electric Company,38.6784701,-121.7600433,CA,electric
Sickler Substation,Bonneville Power Administration,47.5367887,-120.2798703,WA,electric
Bixby Substation,American Electric Power,39.8713575,-82.9001045,OH,electric
Parkers Lake Substation,Xcel Energy,44.9929057,-93.4570648,MN,electric
Mid American Energy Sycamore Combustion Turbines,MidAmerican Energy,41.6719564,-93.6759009,IA,electric
Trebein Substation,Dayton Power & Light,39.7044805,-83.9825049,OH,electric
Mike Doneen Substation,Douglas County PUD,47.4490768,-120.2650695,WA,electric
Deepwater Substation,Pacific Gas and Electric Company,38.5515846,-121.5598716,CA,electric
Harrison Substation,American Electric Power,39.8002013,-82.9894313,OH,electric
Broad Street Substation,Seattle City Light,47.6214881,-122.3456564,WA,electric
Fiddyment Receiving Station,Roseville Electric,38.7628012,-121.3571208,CA,electric
Foothill Substation,Sacramento Municipal Utility District,38.6933668,-121.3473318,CA,electric
Orangevale Substation,Sacramento Municipal Utility District,38.6848895,-121.2663347,CA,electric
