Fuel_Type_Code,Station_Name,Street_Address,City,State,ZIP,Plus4,Country,Status_Code,Station_Phone,Expected_Date,Access_Code,Latitude,Longitude,ID
ELEC,"CircleK - Belville, NC",51 River Rd SE,Belville,NC,39817,,US,E,833-505-2291,,private,34.23048,-77.99223,356114
ELEC,Cortez Gas Co,415 E 3rd Ave,Truth or Consequences,NM,87901,,US,E,575-894-2433,,private,33.132869,-107.246225,18485
ELEC,"Kroger Fred Meyer 163 (Kennewick, WA)",2811 W 10th Ave,Kennewick,WA,99336,,US,E,833-632-2778,,private,46.1979,-119.16303,279376
ELEC,Pilot Travel Center 4,39115 Colorado Ave,Avon,OH,44011,,US,E,877-455-3833,,public,41.465574,-82.06075,311138
ELEC,"Walmart 356 (Auburn, AL)",1717 S College St,Auburn,AL,36832,,US,E,833-632-2778,,private,32.57185,-85.49769,156169
CNG,LaFerry's Propane Co,811 S Haskell Blvd,Haskell,OK,74436,,US,E,918-482-5618,,private,35.81083709,-95.67537049,100489
ELEC,Crossroads Cromwell - Tesla Supercharger,34 Shunpike Rd,Cromwell,CT,6416,,US,E,877-798-3752,,private,41.602056,-72.675242,390251
ELEC,Waukee Kum & Go 540,3105 Grand Prairie Parkway,Waukee,IA,50263,,US,E,833-632-2778,,public,41.574,-93.85265,190421
ELEC,Sunrise Ford,5435 US-1,Fort Pierce,FL,34982,,US,E,888-717-4544,,private,27.36575,-80.326751,347377
ELEC,U-Haul,7525 SE 29th St,Midwest City,OK,73110,,US,P,405-732-1152,2025-10-13,private,35.435812,-97.390557,20002
ELEC,Jones Ford Casa Grande,2425 E Florence Blvd,Casa Grande,AZ,85194,,US,E,313-262-6722,,private,32.87813613777,-111.6845158941,396924
CNG,SoCalGas - Santa Barbara Base,219 N Quarantina St,Santa Barbara,CA,93103,,US,E,800-427-2000,,public,34.421443,-119.684178,12839
ELEC,"TA, Horizon Blvd, El Paso, TX",1295 HORIZON BLVD,El Paso,TX,79927,,US,E,833-277-8573,,private,31.659768,-106.242653,445834
ELEC,"Target T1858 (Charlottesville, VA)",312 Connor Dr,Charlottesville,VA,22911,,US,E,833-632-2778,,private,38.12784,-78.4415,390149
ELEC,Lawnside - Tesla Supercharger,401 E Oak Ave,Lawnside,NJ,8045,,US,E,877-798-3752,,public,39.870367,-75.018558,405683
CNG,Pendleton Oil & Gas Co,1547 Paseo Del Pueblo Sur,Ranchos de Taos,NM,87557,,US,E,575-758-2266,,private,36.36671572,-105.5992922,18472
ELEC,Florida Power & Light - EVolution - Wildlight Stewardship District,53 Daydream Ave,Yulee,FL,32097,,US,E,,,public,30.6229878,-81.6410042,205238
ELEC,Northern Star Co-op - Remer,6790 Highway 200 NE,Remer,MN,56672,,US,E,218-566-2390,,private,47.056687,-93.923726,183607
CNG,McCraw Oil Co,2207 N Center St,Bonham,TX,75418,,US,E,903-583-7481,,private,33.601009,-96.177119,34787
CNG,Go Sparq - Lawton,2098 SW 6th St,Lawton,OK,73501,,US,P,,2025-10-14,private,34.584172,-98.396813,78148
ELEC,Quarry Creek,3460 Marron Road,Oceanside,CA,92056,,US,E,877-455-3833,,public,33.1792,-117.29563,429571
CNG,Kwik Trip #202,5339 Harding Ave,Plover,WI,54467,,US,E,715-344-7252,,public,44.42734,-89.515467,53781
ELEC,Bill Brown Ford Livonia,32222 Plymouth Rd,Livonia,MI,48150,,US,E,313-262-6722,,public,42.36872,-83.36153,416656
ELEC,Comfort Inn & Suites - T or C,2205 N Date St,Truth or Consequences,NM,87901,,US,E,800-489-1588,,public,33.156351,-107.249042,416301
ELEC,Redi Rental,2232 Glade St,Muskegon Heights,MI,49444,,US,E,231-737-7368,,private,43.21135,-86.25884,398481
ELEC,Centre on Seventeenth,2000 E 17th St,Santa Ana,CA,92705,,US,E,877-455-3833,,private,33.758822,-117.838908,228422
ELEC,Okanogan IGA Market,310 2nd Avenue South,Okanogan,WA,98840,,US,E,866-300-3827,,public,48.3630209,-119.5835973,422851
ELEC,Walmart 5186 Gilbert AZ,2501 S Market St,Gilbert,AZ,85295,,US,E,833-632-2778,,public,33.3043,-111.74273,188024
ELEC,"Saginaw, MI",2772 Tittabawasee Road,Saginaw,MI,48604,,US,E,866-576-1495,,private,43.4825084,-83.9720279,391349
ELEC,Mr. Fuel Travel Center 1108,3206 W. Trinity Blvd.,Grand Prairie,TX,76155,,US,E,877-455-3833,,private,32.80164,-97.03026,439443
ELEC,"Target T2604 - Rocklin, CA",5104 Commons Drive,Rocklin,CA,95677,,US,E,833-632-2778,,public,38.80499,-121.20763,190400
CNG,Questar Gas - Chevron,40 N 6300 W,Hurricane,UT,84737,,US,E,435-628-4858,,private,37.161682,-113.434692,35385
ELEC,"Walmart 1218 - Casa Grande, AZ",1741 E. Florence,Casa Grande,AZ,85122,,US,E,833-632-2778,,private,32.87867,-111.71228,127226
ELEC,Reston Office,2003 Edmund Halley Drive,Reston,VA,20191,,US,E,833-632-2778,,private,38.95083,-77.35847,164086
ELEC,True Zero - Burbank,800 N Hollywood Way,Burbank,CA,91505,,US,P,844-878-9376,2025-10-15,private,34.164773,-118.345151,168380
ELEC,"Shopcore One Colorado (Pasadena, CA)",30 Union St,Pasadena,CA,91103,,US,E,833-632-2778,,private,34.14662,-118.14963,205088
ELEC,Taco Palenque - Tesla Supercharger,358 I-35,Cotulla,TX,78014,,US,E,877-798-3752,,private,28.445913,-99.243829,374982
CNG,ASAP General Store 101,1401 N Airport Rd,Weatherford,OK,73096,,US,E,580-772-5618,,public,35.539229,-98.659654,43353
ELEC,Tumwater Trading Post,7000 Little Rock Rd SW,Tumwater,WA,98512,,US,E,313-262-6722,,public,46.9852754156,-122.9320361379,396913
ELEC,"Ridgeway Shopping Center (Stamford, CT)",2233 Summer St,Stamford,CT,6905,,US,E,833-632-2778,,public,41.0691,-73.54655,186283
ELEC,"Walmart 4370 - Fernley, NV",1550 E. Newlands Rd,Fernley,NV,89408,,US,E,833-632-2778,,private,39.6098,-119.21622,136698
CNG,Clean Energy - Dallas Service Center,1616 Baylor St,Dallas,TX,75226,,US,E,866-809-4869,,private,32.780992,-96.775202,26654
ELEC,Laurelwood Shopping Center,1206 W Hillsdale Blvd,San Mateo,CA,94403,,US,E,877-455-3833,,public,37.5331455,-122.3274054,228394
ELEC,"APS - Prescott, AZ",1100 E Sheldon Street,Prescott,AZ,86301,,US,E,833-632-2778,,public,34.54541,-112.45589,253937
ELEC,Lep Re Kon Harvest Foods - Tesla Supercharger,2709 West Broadway Avenue,Moses Lake,WA,98837,,US,E,877-798-3752,,public,47.103514,-119.310208,152629
ELEC,"Middletown, MD Rechargery Relay - Middletown Pkwy",300 Middletown Pkwy,Middletown,MD,21769,,US,E,833-466-2474,,private,39.437303,-77.529071,428658
CNG,Pinnacle Propane,6400 Edith Blvd,Albuquerque,NM,87107,,US,E,505-389-2620,,private,35.148213,-106.62381,82369
ELEC,Eau Claire Ford,2909 Lorch Ave,Eau Claire,WI,54701,,US,E,888-357-1009,,private,44.7606268,-91.4602357,390327
ELEC,"Pismo Beach, CA",333 5 Cities Drive,Pismo Beach,CA,93449,,US,E,866-576-1495,,public,35.1355641361475,-120.6257669836851,391095
CNG,Questar Gas - 7-Eleven,7953 S Airport Rd,West Jordan,UT,84088,,US,E,801-280-6687,,public,40.607539,-111.996214,23212
CNG,M & R Feed - Recycling and Pawn,404 Highway 491,Gallup,NM,87301,,US,E,505-722-9020,,private,35.57515777,-108.7575023,15830
ELEC,Phillips 66 A&W,12253 State Hwy 7 West,Davis,OK,73030,,US,P,800-489-1588,2025-10-16,public,34.505955,-97.171288,156507
ELEC,Moore's Auto Clinic,4142 Arendell St,Morehead City,NC,28557,,US,E,252-247-2526,,public,34.727533,-76.770465,47425
ELEC,"Target T1337 (Deerfield, FL)",1200 S Federal Hwy,Deerfield Beach,FL,33441,,US,P,833-632-2778,2025-10-17,private,26.30199,-80.09195,206454
CNG,Clean Energy - USA Hauling & Recycling,3 Shoham Rd,East Windsor,CT,6088,,US,E,866-809-4869,,private,41.93118217,-72.59761565,91696
ELEC,"Newark, DE",132 Christiana Mall,Newark,DE,19702,,US,E,866-576-1495,,private,39.68074,-75.65528,391278
ELEC,"Sam's Club 4930 (Cookeville, TN)",1177 Sams Street,Cookeville,TN,38506,,US,E,833-632-2778,,private,36.13346,-85.50762,121803
ELEC,"BOA East Hartford CT2-120 (Hartford, CT)",805 E Main Street,East Hartford,CT,6108,,US,E,833-632-2778,,private,41.76797,-72.64554,260587
ELEC,Pilot Travel Center 443,6676 Highway 13,Higginsville,MO,64037,,US,E,877-455-3833,,public,39.0029472,-93.735105,387740
ELEC,1313 Hooksett Rd,1313 Hooksett Rd,Hooksett,NH,3106,,US,E,855-900-7584,,private,43.053618,-71.438603,417701
CNG,CP Repair & Propane,123 E Cranston Ave,Fowler,CO,81039,,US,P,719-263-4412,2025-10-18,public,38.13086057,-104.0226081,14557
CNG,Next Autogas,1157 Eastport Rd,Jacksonville,FL,32218,,US,P,904-966-4492,2025-10-19,private,30.444039,-81.614014,88360
ELEC,"Save Mart 650 (Fresno, CA)",4043 W. Clinton,Fresno,CA,93722,,US,P,833-632-2778,2025-10-20,private,36.77166,-119.8633,169410
ELEC,Action Propane,2601 S Highway 183,Leander,TX,78641,,US,E,512-259-1196,,private,30.545424,-97.841503,20260
ELEC,"Walmart 2735 - Sacramento, CA",6051 Florin Road,Sacramento,CA,95823,,US,E,833-632-2778,,private,38.49821,-121.4342,190418
CNG,IGS CNG Services - Orrville,444 Hostetler Rd,Orrville,OH,44667,,US,P,877-742-4476,2025-10-21,private,40.853115,-81.769421,45572
ELEC,Union 76 - Oneto Enterprises,1500 Soquel Dr,Santa Cruz,CA,95065,,US,E,831-476-3857,,private,36.987807,-121.984498,99535
ELEC,"Walmart 2540 - Clarion, PA",63 Perkins Rd.,Clarion,PA,16214,,US,E,833-632-2778,,public,41.18913,-79.39453,167623
CNG,Questar Gas - LW's Travel Plaza,1674 W 1100 S,Perry,UT,84302,,US,E,800-323-5517,,public,41.485609,-112.057813,33204
ELEC,"Meijer Algonquin #206 (Algonquin, IL)",400 S Randall Rd,Algonquin,IL,60102,,US,E,833-632-2778,,private,42.1693,-88.3367,279378
ELEC,"Walmart 1899 - Riverside, CA",6250 Valley Springs Parkway,Riverside,CA,92507,,US,E,833-632-2778,,public,33.93972,-117.2856,149153
ELEC,Klaben Ford Island - DCFC,1091 West Main Street,Kent,OH,44240,,US,P,888-998-2546,2025-10-22,private,41.15260875670111,-81.3802990459114,375496
ELEC,Blue Flame Gas Co,423 E Enterprise Dr,Pueblo West,CO,81007,,US,E,719-543-7736,,private,38.33195414,-104.7280432,51749
CNG,Tri-Gas,13255 Augustine Herman Hwy,Galena,MD,21635,,US,P,410-648-5856,2025-10-23,private,39.339764,-75.887832,49107
ELEC,"Lenox Square (Atlanta, GA)",3393 Peachtree Rd NE,Atlanta,GA,30326,,US,E,833-632-2778,,private,33.84471,-84.36042,165341
ELEC,Mac Haik Jackson Ford,6130 Interstate 55 North Frontage Rd,Jackson,MS,39211,,US,E,866-816-7584,,private,32.395298,-90.144092,428464
ELEC,"Meijer #224 (Cincinnati, OH)",3195 Geier Drive,Cincinnati,OH,45209,,US,E,833-632-2778,,public,39.16256,-84.42672,218992
ELEC,Lake's Gas Service Inc,1612 22nd Ave,Kenosha,WI,53140,,US,E,262-551-8400,,private,42.628224,-87.836742,54054
ELEC,"Walmart 66 - Clarksville, AR",230 Market Street,Clarksville,AR,72830,,US,P,833-632-2778,2025-10-24,private,35.4498,-93.45964,121814
CNG,Shop A Lott #20,201 Highway 3175,Natchitoches,LA,71457,,US,P,318-357-1436,2025-10-25,private,31.784139,-93.08731,60087
CNG,Blossom Gas,170 Sweeten Creek Rd,Asheville,NC,28803,,US,E,,,public,35.54922,-82.51955,316994
CNG,Altogas,2538 Lansing Rd,Charlotte,MI,48837,,US,E,517-541-9363,,private,42.600706,-84.775996,88813
ELEC,Natural Grocers,3975 SE Powell Blvd,Portland,OR,97202,,US,P,877-455-3833,2025-10-26,public,45.497992,-122.6204,302096
CNG,Trillium - Southern California Gas Co,1919 S State College Blvd,Anaheim,CA,92806,,US,E,800-920-1166,,private,33.801121,-117.889388,1354
CNG,Capital CNG,856 Wolverine Ln,Cape Girardeau,MO,63701,,US,E,,,public,37.2826,-89.57198,323781
CNG,Trillium - New Castle Transit Authority,311 Mahoning Ave,New Castle,PA,16102,,US,E,800-920-1166,,public,40.982071,-80.356436,98522
CNG,CNG Services LLC,2950 N Ohio St,Wichita,KS,67219,,US,E,816-532-4750,,private,37.737099,-97.32375,52207
ELEC,Kroger Harris Teeter 376 (Baltimore MD),1641 Whetstone Way,Baltimore,MD,21230,,US,E,833-632-2778,,private,39.26811,-76.5997,279400
ELEC,"Kroger Fred Meyer 691 (Gig Harbor, WA)",5502 Point Fosdick Drive NW,Gig Harbor,WA,98335,,US,P,833-632-2778,2025-10-27,private,47.30668,-122.58015,201423
ELEC,EVolve NY Hamilton,47 Utica Street,Hamilton,NY,13346,,US,E,833-632-2778,,private,42.82891,-75.54734,378084
ELEC,Brondes Ford Maumee - DCFC,1475 Arrowhead Drive,Maumee,OH,43537,,US,P,888-998-2546,2025-10-28,private,41.583505,-83.6869,372512
ELEC,Starbucks - Tesla Supercharger,95 W River Rd,Tucson,AZ,85704,,US,E,877-798-3752,,public,32.29641,-110.973793,428674
ELEC,Pilot Travel Center 1047,4075 Jones Branch Road,Jacksonville,FL,32219,,US,E,877-455-3833,,private,30.371822,-81.764679,422635
CNG,ProGas,2314 Evans City Rd,Zelienople,PA,16063,,US,P,724-452-7262,2025-10-29,public,40.791572,-80.095189,35768
CNG,Folger Gas - Blue Ridge LLC,4955 Appalachian Hwy,Blue Ridge,GA,30513,,US,P,706-632-7606,2025-10-30,public,34.876234,-84.309163,15185
ELEC,"Walmart 1181 (Marietta, GA)",1785 Cobb Pkwy S,Marietta,GA,30060,,US,E,833-632-2778,,private,33.90911,-84.48888,163678
ELEC,Outlets at Orange,20 City Blvd W,Orange,CA,92868,,US,E,833-632-2778,,public,33.78024,-117.89244,147561
CNG,EDCO Disposal - Buena Park,6762 Stanton Ave,Buena Park,CA,90621,,US,P,562-860-3000,2025-10-31,private,33.862442,-117.993016,48896
CNG,New York Mills Cenex Hardware Hank,141 N Broadway Ave,New York Mills,MN,56567,,US,E,218-385-4620,,public,46.52495521,-95.3699839,211873
ELEC,"Ukiah, CA",205 N Orchard Avenue,Ukiah,CA,95842,,US,E,866-576-1495,,private,39.153204,-123.197824,391373
ELEC,"Walmart 2458 - Salinas, CA",1800 North Main St.,Salinas,CA,93906,,US,E,833-632-2778,,public,36.71885,-121.65052,154711
ELEC,Cortez Gas Co - AWC Propane,813 N Virginia,Roswell,NM,88201,,US,P,575-622-1130,2025-11-01,private,33.401945,-104.520708,143989
ELEC,Mike Molstead Motors - DCFC,1501 South Grand Avenue,Charles City,IA,50616,,US,P,888-998-2546,2025-11-02,public,43.048358,-92.67442,417030
ELEC,"BofA Oak Park (Oak Park, IL)",6720 W Roosevelt Rd,Oak Park,IL,60304,,US,E,833-632-2778,,private,41.86531,-87.79159,168238
ELEC,"7th & McCarran NV2-125 (Reno, NV)",4998 W 7th St,Reno,NV,89503,,US,E,833-632-2778,,private,39.53588,-119.86358,352694
ELEC,Blossman Gas Inc,3101 N State Rd 7,Margate,FL,33063,,US,E,305-910-0152,,private,26.2679,-80.20233,319956
ELEC,Koons Sterling Ford,46869 Leesburg Pike,Sterling,VA,20164,,US,E,888-357-1009,,private,39.017124,-77.377324,416847
ELEC,Carrabelle Fire Department,105 Tallahassee St,Carrabelle,FL,32322,,US,E,866-816-7584,,public,29.852414,-84.665035,331587
CNG,Priority Propane LLC,4770 S 131st Bolovar,Bolivar,MO,65613,,US,E,417-777-3090,,private,37.55781,-93.39111,165346
CNG,Love's Travel Stop #375,1423 N Market St,Hearne,TX,77859,,US,E,979-279-9700,,public,30.895411,-96.602758,149858
ELEC,Donahue Gas Inc,5170 N State Rd 9,Anderson,IN,46012,,US,P,765-642-4941,2025-11-03,private,40.181418,-85.671064,73637
ELEC,Foods Co 387,2443-H DELA ROSA SR ST,Soledad,CA,93960,,US,E,833-632-2778,,private,36.41501,-121.32015,167524
ELEC,"Westminster City Center (Westminster, CO)",9210-9440 North Sheridan Blvd,Westminster,CO,80031,,US,E,833-632-2778,,private,39.86435,-105.05244,170299
ELEC,Phillips 66 Swede Gulch Rd,903 Swede Gulch Rd,Golden,CO,80439,,US,P,866-816-7584,2025-11-04,private,39.699163,-105.33021,354371
ELEC,Montgomery Whitewater,1100 Maxwell Boulevard,Montgomery,AL,36104,,US,E,888-998-2546,,public,32.378331,-86.329998,328791
ELEC,"Camino Real Marketplace (Goleta, CA)",7004 Market Place Drive,Goleta,CA,93117,,US,E,833-632-2778,,private,34.42891,-119.87304,205337
CNG,Kwik Trip #422,9535 S 13th St,Oak Creek,WI,53154,,US,E,414-762-2370,,public,42.87166,-87.933821,53780
ELEC,Mansfield Gas & Exhaust Center,1304 N Main St,Mansfield,TX,76063,,US,P,817-473-2653,2025-11-05,public,32.583037,-97.15356,20088
ELEC,"Target T2179 -Diamond Bar, CA",747 Grand Avenue,Diamond Bar,CA,91765,,US,E,833-632-2778,,private,34.00436,-117.82223,167048
ELEC,Jefferson Park,602 S. Jefferson Ave.,Mt. Pleasant,TX,75455,,US,E,833-632-2778,,public,33.15124,-94.96941,121830
CNG,Clean Energy - Albany - National Grid,1125 Broadway,Menands,NY,12204,,US,E,866-809-4869,,private,42.667569,-73.739345,703
ELEC,Dunkin',9170 W State Rd 84,Davie,FL,33324,,US,P,833-919-0939,2025-11-06,private,26.10335779,-80.27103034,420618
ELEC,Dorsett Square,12640 Dorsett Rd,Maryland Heights,MO,63043,,US,E,877-455-3833,,public,38.71425,-90.45492,256675
CNG,Clean Energy - City of Columbia,1900 Lake Ridgeway Rd,Columbia,MO,65202,,US,E,866-809-4869,,public,38.971499,-92.294316,60113
CNG,PG&E - Marysville Service Center,18 7th St,Marysville,CA,95901,,US,E,800-684-4648,,private,39.143012,-121.583657,26310
CNG,Clean Energy - Dallas - Love Field Airport,8010 Denton Dr,Dallas,TX,75235,,US,E,866-809-4869,,public,32.83931674,-96.85319535,26655
ELEC,"Kroger-Fred Meyer 25 (Bellingham, WA)",800 Lakeway Dr,Bellingham,WA,98229,,US,E,833-632-2778,,private,48.74434,-122.463,279359
ELEC,Alliance AutoGas - Santa Rosa Co,880 N Wright Rd,Santa Rosa,CA,95407,,US,E,707-546-1400,,private,38.425827,-122.76843,41345
ELEC,EVolution Plaza,501 Datura St,West Palm Beach,FL,33401,,US,E,833-919-0939,,private,26.712654,-80.055723,420609
ELEC,"Walmart 4340 - Hesperia, CA",13401 Main Street,Hesperia,CA,92345,,US,E,833-632-2778,,private,34.42454,-117.37148,151969
ELEC,"BofA Overlake Park WA3-152 (Redmond, WA)",2400 148th Avenue NE,Redmond,WA,98502,,US,P,833-632-2778,2025-11-07,private,47.63187,-122.14277,206453
ELEC,"Simon Leesburg Premium Outlets (Leesburg, VA)",235 Fort Evans Road NE,Leesburg,VA,20176,,US,E,833-632-2778,,private,39.10904,-77.53838,170321
CNG,Clean Energy - Louis Armstrong New Orleans International Airport,1017 Airline Dr,Kenner,LA,70062,,US,E,866-809-4869,,public,29.983445,-90.262962,42585
ELEC,Allgas,10070 US Highway 431 S,Boaz,AL,35956,,US,E,256-593-2828,,public,34.14633318,-86.12816767,34076
ELEC,Phillips Energy Inc,2586 George Washington Memorial Hwy,Hayes,VA,23072,,US,E,804-642-2166,,public,37.280029,-76.503782,32142
ELEC,"Costco Highland (Highland, CA)",28000 Greenspot St.,Highland,CA,93246,,US,E,833-632-2778,,private,34.11007,-117.19417,416189
CNG,Sublette School District #1,10095 Highway 191,Pinedale,WY,82941,,US,E,307-367-5510,,public,42.8666284,-109.8923465,49551
ELEC,"Royal Farms 278 (Oxon Hill, MD)",100 Monument Ave #2,Oxon Hill,MD,20745,,US,E,833-632-2778,,public,38.79958,-77.00374,416422
ELEC,Pilot Travel Center 912,11775 NE-11,Wood River,NE,68883,,US,E,877-455-3833,,private,40.76035,-98.58656,386902
ELEC,Alliance AutoGas - South Center 76,16200 W Valley Hwy,Tukwila,WA,98188,,US,E,833-425-8782,,public,47.458167,-122.243739,62743
ELEC,EVolve NY White Plains,9 Chester Ave,White Plains,NY,10601,,US,E,833-632-2778,,private,41.0274,-73.76555,387828
ELEC,Buc-ee's - Tesla Supercharger,9900 E Interstate 40,Amarillo,TX,79118,,US,P,877-798-3752,2025-11-08,private,35.191657,-101.721834,421678
ELEC,Pilot Travel Center 393,3712 Crabtree Road,Waynesville,NC,28786,,US,P,877-455-3833,2025-11-09,private,35.5717,-82.9558,388649
CNG,TERRA STARR PARK,420589 E 1147 Rd,Checotah,OK,74426,,US,P,405-305-2005,2025-11-10,public,35.35375,-95.40138,375051
ELEC,"Thorntons, 6405 W Hillsborough Ave, Tampa, FL",6405 W Hillsborough Ave,Tampa,FL,33634,,US,E,833-277-8573,,public,27.997106,-82.550791,389387
ELEC,Dick Smith Ford of Columbia,7201 Garners Ferry Rd,Columbia,SC,29209,,US,E,313-262-6722,,private,33.97145,-80.95207,396965
CNG,Phillips Energy Inc,9201 S Courthouse Rd,Providence Forge,VA,23140,,US,E,804-966-2317,,public,37.439946,-77.041496,163701
ELEC,Canyon Creek Plaza,5601 Silver Creek Valley Road,San Jose,CA,95138,,US,E,877-455-3833,,private,37.288871,-121.78124,397698
ELEC,"Circle K - Victorville, CA",15289 Nisqualli Rd,Victorville,CA,92395,,US,P,833-505-2291,2025-11-11,private,34.4845054278852,-117.330517633729,302207
ELEC,"Walmart 5669 - West Milwaukee, WI",4140 W Greenfield Ave,West Milwaukee,WI,53215,,US,E,833-632-2778,,private,43.01742,-87.96531,190417
ELEC,Salvador Chevron,1895 Salvador Ave W,Napa,CA,94558,,US,E,707-226-9744,,private,38.33967,-122.32367,326183
ELEC,"Royal Farms 278 (Oxon Hill, MD)",100 Monument Ave #2,Oxon Hill,MD,20745,,US,P,833-632-2778,2025-11-12,private,38.79958,-77.00374,416422
ELEC,Sunoco Gas Station,7118 Hwy 6,Missouri City,TX,77459,,US,P,949-945-2000,2025-11-13,public,29.5540574,-95.5548561,396072
ELEC,Pilot Travel Center 164,1101 Gateway Avenue,Mauston,WI,53948,,US,E,877-455-3833,,private,43.7974,-90.05076,371481
ELEC,Hibiscus Garage,530 Hibiscus St,West Palm Beach,FL,33401,,US,E,833-919-0939,,private,26.708467,-80.056007,420612
ELEC,6495 Dallas Pkwy,6495 Dallas Pkwy,Frisco,TX,75034,,US,E,,,public,33.13066,-96.82536,388771
ELEC,"Prizm Outlets (Primm, NV)",32100 S Las Vegas Blvd,Primm,NV,89019,,US,P,833-632-2778,2025-11-14,private,35.60601,-115.38908,279478
ELEC,Eureka-Bayshore Mall,3300 Broadway Street,Eureka,CA,95501,,US,E,833-632-2778,,private,40.77697,-124.19025,154187
ELEC,"Target T0167 (Alexandria, LA)",2206 Memorial Dr,Alexandria,LA,71301,,US,E,833-632-2778,,private,31.28094,-92.45954,279498
CNG,76,14886 Sand Canyon Ave,Irvine,CA,92618,,US,E,949-551-2837,,private,33.676654,-117.758355,191423
ELEC,"Westfield Garden State Plaza (Paramus, NJ)",1 Garden State Plaza Blvd,Paramus,NJ,6611,,US,E,833-632-2778,,private,40.91612,-74.07394,205887
ELEC,Woodcroft Shopping Center,4711 Hope Valley Rd,Durham,NC,27707,,US,E,877-455-3833,,private,35.921434,-78.957817,416896
ELEC,"Town Pump Miles City (Miles City, MT)",1210 S Haynes Ave,Miles City,MT,59301,,US,E,833-632-2778,,private,46.39769,-105.82135,279488
ELEC,Chevron Travel Plaza,10403 I-10,Mont Belvieu,TX,77580,,US,E,949-945-2000,,public,29.8228992,-94.8980225,396066
ELEC,"Costco Natomas (Sacramento, CA)",3881 E Commerce Way,Sacramento,CA,95834,,US,E,833-632-2778,,private,38.63972,-121.52168,372106
ELEC,"BOA Center City NC2-181 (Charlotte, NC)",301 South King Dr,Charlotte,NC,28204,,US,P,833-632-2778,2025-11-15,private,35.21313,-80.83336,279361
ELEC,Pilot Travel Center 311,8035 Perry Highway,Erie,PA,16509,,US,E,877-455-3833,,public,42.069726,-80.038254,397456
ELEC,True Zero - Costa Mesa - Harbor Blvd,2050 Harbor Blvd,Costa Mesa,CA,92627,,US,E,844-878-9376,,public,33.648692,-117.918614,61974
ELEC,"Walmart 129 - Ardmore, OK",1715 N. Commerce,Ardmore,OK,73401,,US,E,833-632-2778,,public,34.19416,-97.14432,121822
CNG,City of Milwaukee - Lincoln Ave,3921 W Lincoln Ave,Milwaukee,WI,53215,,US,E,414-286-2286,,public,43.00162,-87.963662,48916
ELEC,Mr. Fuel Travel Center 1108,3206 W. Trinity Blvd.,Grand Prairie,TX,76155,,US,E,877-455-3833,,public,32.80164,-97.03026,439443
ELEC,Silverton Oil Co,253 County Rd 13,Silverton,TX,79257,,US,E,806-823-2451,,private,34.474596,-101.2948677,22165
ELEC,"Walmart 1803 - San Antonio, TX",4331 Thousand Oaks Dr.,San Antonio,TX,78217,,US,E,833-632-2778,,private,29.55318,-98.40855,121852
CNG,Propane Depot,7507 Eckhert Rd,San Antonio,TX,78240,,US,P,210-521-2901,2025-11-16,private,29.5083,-98.627153,20235
ELEC,Pilot Travel Center 740,204 South Waller Ave,Brookeshire,TX,77423,,US,E,877-455-3833,,private,29.7794529,-95.9521088,329830
ELEC,Belmar - Tesla Supercharger,7171 W Alaska Dr,Lakewood,CO,80226,,US,P,877-798-3752,2025-11-17,public,39.709925,-105.075441,405675
ELEC,Blossman Gas Inc,2635 E Highway 16,Newnan,GA,30277,,US,E,770-253-4344,,private,33.44453,-84.87885,319958
ELEC,Apple Ford - DCFC,8800 Stanford Boulevard,Columbia,MD,21045,,US,E,888-998-2546,,private,39.18802160923178,-76.81697631224124,386907
CNG,Freedom CNG,303 Fallbrook Dr,Houston,TX,77038,,US,E,281-484-3875,,private,29.93069749,-95.42007738,65555
CNG,Kwik Trip #326,3123 S Highway 51,Janesville,WI,53546,,US,E,608-752-3354,,private,42.634544,-89.030406,53008
ELEC,1001 Harrison St,1001 Harrison St.,San Francisco,CA,94103,,US,E,877-455-3833,,public,37.7769544,-122.4042332,428482
CNG,City of Victorville,16690 D St,Victorville,CA,92395,,US,E,760-241-6365,,public,34.53939073,-117.2961996,18943
CNG,ProGas,2314 Evans City Rd,Zelienople,PA,16063,,US,E,724-452-7262,,private,40.791572,-80.095189,35768
ELEC,Haigood & Campbell,305 N Scott Ave,Wichita Falls,TX,76306,,US,E,940-723-7871,,private,33.920282,-98.497836,20109
ELEC,"bp, Essex St, Lodi, NJ",80 Essex St,Lodi,NJ,7644,,US,E,833-277-8573,,public,40.892984,-74.074938,417092
ELEC,Kwik Trip #1130,9255 Ridgeview Rd,Mt. Horeb,WI,53572,,US,E,608-793-6267,,private,43.006364,-89.702729,395420
CNG,Thermotane Propane,414 W 9th St,Sanford,FL,32771,,US,P,407-322-5854,2025-11-18,private,28.804659,-81.271834,207475
ELEC,"Walmart 356 (Auburn, AL)",1717 S College St,Auburn,AL,36832,,US,E,833-632-2778,,private,32.57185,-85.49769,156169
ELEC,Walmart 5055 Naples,9885 Collier Blvd,Naples,FL,34114,,US,E,833-632-2778,,public,26.14908,-81.6875,170319
ELEC,Sheridan Ford,4001 Kirkwood Hwy,Wilmington,DE,19808,,US,E,888-357-1009,,public,39.7295104,-75.6489331,358310
ELEC,Plattekill Service Area,I-87 - NYS Thruway NB,Plattekill,NY,12568,,US,E,888-557-7099,,private,41.57764564395,-74.08538635339066,347238
